insider_name,relationship_to_issuer,shares_bought,trade_date,transaction_type,shares,price_per_share,shares_owned_after_transaction,total_value,avg_book_price
Robertson Donald F Jr,Principal Accounting Officer,-1900.0,03/21/2025,S,1900.0,116.3079,482028.0,220985.01,0.4584484926186861
Robertson Donald F Jr,Principal Accounting Officer,-2300.0,03/21/2025,S,2300.0,117.0735,479728.0,269269.05,0.5612952548110596
Robertson Donald F Jr,Principal Accounting Officer,-300.0,03/21/2025,S,300.0,117.77,479428.0,35331.0,0.07369406876527862
Robertson Donald F Jr,Principal Accounting Officer,-0.0,03/19/2025,F,0.0,115.43,0.0,0.0,0.0
Shah Aarti S.,Director,-2300.0,03/20/2025,S,2300.0,116.9924,70908.0,269082.52,3.7948118689005477
Shah Aarti S.,Director,-9224.0,03/20/2025,S,9224.0,118.3643,61684.0,1091792.3032,17.69976498281564
Shah Aarti S.,Director,-8476.0,03/20/2025,S,8476.0,118.8653,53208.0,1007502.2828,18.935165441287026
Kress Colette,EVP & Chief Financial Officer,-0.0,03/19/2025,F,0.0,115.43,0.0,0.0,0.0
Kress Colette,EVP & Chief Financial Officer,-22950.0,03/21/2025,S,22950.0,116.2502,3129475.0,2667942.0900000003,0.8525206592160028
Kress Colette,EVP & Chief Financial Officer,-39963.0,03/21/2025,S,39963.0,117.0837,3089512.0,4679015.9031,1.514483809449518
Kress Colette,EVP & Chief Financial Officer,-3747.0,03/21/2025,S,3747.0,117.7035,3085765.0,441035.01450000005,0.1429256649485622
Kress Colette,EVP & Chief Financial Officer,0.0,,,0.0,0.0,183060.0,0.0,0.0
Kress Colette,EVP & Chief Financial Officer,0.0,,,0.0,0.0,812934.0,0.0,0.0
Kress Colette,EVP & Chief Financial Officer,0.0,,,0.0,0.0,4000.0,0.0,0.0
Kress Colette,EVP & Chief Financial Officer,0.0,,,0.0,0.0,4000.0,0.0,0.0
Kress Colette,EVP & Chief Financial Officer,0.0,,,0.0,0.0,733676.0,0.0,0.0
Kress Colette,EVP & Chief Financial Officer,0.0,,,0.0,0.0,733676.0,0.0,0.0
Shoquist Debora,"EVP, Operations",-0.0,03/19/2025,F,0.0,115.43,0.0,0.0,0.0
Shoquist Debora,"EVP, Operations",-42000.0,03/21/2025,G,42000.0,0.0,1400230.0,0.0,0.0
Teter Timothy S.,"EVP, General Counsel and Sec",-0.0,03/19/2025,F,0.0,115.43,0.0,0.0,0.0
Teter Timothy S.,"EVP, General Counsel and Sec",0.0,,,0.0,0.0,2458055.0,0.0,0.0
Puri Ajay K,"EVP, Worldwide Field Ops",-0.0,03/19/2025,F,0.0,115.43,0.0,0.0,0.0
Puri Ajay K,"EVP, Worldwide Field Ops",0.0,,,0.0,0.0,3902655.0,0.0,0.0
Puri Ajay K,"EVP, Worldwide Field Ops",0.0,,,0.0,0.0,46360.0,0.0,0.0
HUANG JEN HSUN,"Director, President and CEO",-0.0,03/19/2025,F,0.0,115.43,0.0,0.0,0.0
HUANG JEN HSUN,"Director, President and CEO",0.0,,,0.0,0.0,0.0,0.0,0.0
HUANG JEN HSUN,"Director, President and CEO",0.0,,,0.0,0.0,49489560.0,0.0,0.0
HUANG JEN HSUN,"Director, President and CEO",0.0,,,0.0,0.0,22280000.0,0.0,0.0
HUANG JEN HSUN,"Director, President and CEO",0.0,,,0.0,0.0,50078000.0,0.0,0.0
HUANG JEN HSUN,"Director, President and CEO",0.0,,,0.0,0.0,29544620.0,0.0,0.0
HUANG JEN HSUN,"Director, President and CEO",0.0,,,0.0,0.0,29544620.0,0.0,0.0
